material_id,delta_e
heus_168242,-0.825502580462801
heus_166578,-0.5513460817128
heus_163633,-0.220113917175602
heus_166800,0.0887704787499999
heus_165099,-0.45100677
heus_165446,0.45383712375
heus_168195,-0.265978082499999
heus_164755,-0.41942650625
heus_168742,0.183625503749999
heus_169151,-0.231897252196566
heus_168011,-0.745062055946565
heus_164088,-0.176374538143133
heus_168643,-0.638882475
heus_167846,-0.447285053750001
heus_168078,-0.15668594375
heus_167187,-0.16761322125
heus_169122,-0.518867019999999
heus_164603,0.12798022125
heus_168717,0.150501838749999
heus_164332,-0.197379635
heus_168983,0.87254103125
heus_167381,-0.2112859975
heus_164503,-1.13347668375
heus_166316,-0.16563150625
heus_166775,-0.70231445625
heus_165127,-0.4568000175
heus_167448,-0.26119861125
heus_168942,-0.14499831875
heus_166523,-0.88433875
heus_166834,-0.0867070612499994
heus_164461,0.6029123175
heus_165245,0.2979614075
heus_165342,-0.0769428149999998
heus_165373,0.0196343699999999
heus_164446,-0.2454434375
heus_166359,-0.220966184999999
heus_167506,-0.284393757499999
heus_166235,-0.681131141249999
heus_164449,-0.77606647375
heus_165318,-0.3661324325
heus_165156,-0.666073875
heus_166903,-0.5150183825
heus_163986,0.1388896175
heus_168731,-0.0896664700000001
heus_168690,-0.322299342499999
heus_168625,0.396050492500001
heus_163518,-0.2457868675
heus_165133,-0.0939085574999998
heus_164748,-0.244904085
heus_165818,-0.4648698925
heus_168528,-0.44726234
heus_166449,0.248454825
heus_167680,-0.166120950000001
heus_167092,-0.182170044999999
heus_168291,-0.47462786
heus_165339,-0.63535361125
heus_168977,-0.63911665375
heus_164478,-0.3269465
heus_168052,-0.57279531375
heus_168912,-0.75836721875
heus_164208,0.0637772100000005
heus_163250,-0.414828683749999
heus_169150,0.00398867125000013
heus_164296,-0.420154322483134
heus_168588,-0.579417793741567
heus_167122,-0.594556961241567
heus_167253,-0.3768991475
heus_165177,-0.704875305
heus_163238,-0.581198625
heus_168471,0.0552092249999996
heus_163049,-0.239291219999999
heus_163885,-0.703462455
heus_163972,-0.3357280875
heus_163746,-0.6785454825
heus_167222,-0.225073515
heus_164968,-0.359896539791668
heus_164321,-0.718961869791667
heus_163291,-0.317140659583335
heus_164378,-0.176653178448275
heus_164367,-0.362815165948276
heus_166725,0.16738252060345
heus_169029,0.0507856350000004
heus_167990,0.0980666950000009
heus_168873,0.655595812500001
heus_168400,0.0588133375000002
heus_167001,-0.1019406775
heus_168784,0.330991730000001
heus_166980,-0.47209636
heus_167135,-0.3340799
heus_165797,-0.23102875
heus_166684,-0.321931645
heus_165455,0.1692301675
heus_167055,0.8267543975
heus_167649,-0.65171855
heus_162945,-0.6450996425
heus_165602,-0.253759685
heus_167440,-0.7511141775
heus_168053,-0.610269365
heus_164363,-0.660468699999999
heus_168413,-0.90279127
heus_168271,-0.558911525
heus_168640,-0.58862337
heus_165935,-0.0449698912500001
heus_165199,0.322722626250001
heus_163024,1.014783215
heus_163682,-0.703151477500001
heus_165933,-0.355548885
heus_163579,-0.3764371025
heus_167909,-0.4405301975
heus_165113,-0.0546904975000002
heus_167446,0.274033620000001
heus_164342,-0.886833118749999
heus_165220,-0.69523368125
heus_169123,-0.364790092500001
heus_167258,-0.16171201125
heus_167522,-0.683259336249999
heus_168054,-0.1637773025
heus_164137,-0.65298559125
heus_162933,-0.44796216125
heus_166984,-0.1055668525
heus_167026,-0.7690664392128
heus_166849,-0.7430166292128
heus_168433,-0.386002623425601
heus_165875,0.155036567500001
heus_166197,0.0266281124999992
heus_163293,0.49107772
heus_165252,-0.19661864375
heus_165747,0.10009835625
heus_163566,0.567172890000001
heus_164021,-0.0959703284465663
heus_165744,-0.322734035946566
heus_165140,-0.0111272868931307
heus_166040,-0.54633866125
heus_163346,-0.59234588625
heus_167156,-0.286760055
heus_165834,-0.0507475574999994
heus_164910,-0.2118803475
heus_166404,0.410416660000001
heus_164567,0.2152639175
heus_167905,0.3016437425
heus_163413,0.9885604225
heus_168178,-0.12725734625
heus_164030,-0.782763353749999
heus_163154,-0.140060585000001
heus_164680,-0.52827176
heus_167262,-0.592184915
heus_163046,-0.4332096125
heus_168451,-0.0563701650000006
heus_164807,-0.455218465
heus_162987,-0.043538635
heus_167891,0.774748655000001
heus_163076,0.809372550000001
heus_164815,0.35870945
heus_164152,0.633157532499999
heus_164253,0.821641573749999
heus_168691,0.11086892375
heus_164330,0.61575082
heus_166216,0.664238377499999
heus_164452,0.2316927925
heus_165175,0.560171230000001
heus_167305,0.666396070000001
heus_163315,0.2694585725
heus_164882,0.933321835
heus_164101,0.7009148325
heus_165588,0.585089604999999
heus_166940,0.5257463125
heus_164427,0.7050388425
heus_167017,0.15555226
heus_164600,0.733957395
heus_163268,0.778042737500001
heus_163216,0.43436977
heus_165928,0.48744135
heus_168147,0.58277648625
heus_167584,0.05173904875
heus_164611,0.642918817499999
heus_168890,0.692862301249999
heus_164235,-0.0231696087500008
heus_163273,0.788174819999999
heus_167179,0.447180786250001
heus_168321,0.77662270125
heus_166974,0.513739675016865
heus_166651,0.773835566258432
heus_166711,0.154193381258432
heus_162880,0.65275585
heus_163852,0.620979650000001
heus_164432,0.199944760000001
heus_167637,0.615732855
heus_162936,0.373328495
heus_166682,-0.00898402749999949
heus_164243,0.2878632375
heus_168935,0.59307553
heus_166277,0.3970051875
heus_168903,0.345249952708333
heus_163085,0.522795955208332
heus_165348,0.671504247916665
heus_163657,0.493562844051725
heus_168274,0.679952054051726
heus_168146,0.72959010560345
heus_168678,0.75812751
heus_167240,0.817222515000001
heus_166371,0.9903602325
heus_163125,0.791102007499999
heus_167160,0.695505859999999
heus_163587,0.839658599999999
heus_166561,0.116673325
heus_167428,0.61500648
heus_165680,0.447872255000001
heus_166165,0.373081050000001
heus_164975,0.6873787975
heus_168152,1.19918774
heus_168088,0.2080819575
heus_166101,0.8122215075
heus_164014,0.730010139999999
heus_167454,-0.0893326400000003
heus_163786,0.437635707499999
heus_163309,0.186955745
heus_166439,-0.232880107500001
heus_168097,0.343530472499999
heus_165335,0.229215337499999
heus_163698,0.67262251125
heus_167917,0.87195446375
heus_163475,1.32833419
heus_169147,-0.0304355250000006
heus_168276,0.3656711575
heus_168022,0.151286402499999
heus_168432,0.2444629675
heus_167012,0.5831083725
heus_168780,0.61551014
heus_167263,-0.0332132812500001
heus_166353,0.74232345375
heus_165536,0.55553624
heus_166068,0.584653658750001
heus_163395,0.33538512625
heus_163381,0.569833882499999
heus_166906,0.0549293987499997
heus_164498,0.69785174375
heus_168251,0.850571595
heus_163704,0.0721916182871993
heus_167527,0.621939213287199
heus_169082,0.608749326574399
heus_166745,0.899044135
heus_166100,0.735899420000001
heus_165228,1.0557421425
heus_167236,0.49944679375
heus_167983,0.74570475875
heus_165095,0.83529162
heus_165566,0.584155469053434
heus_166520,0.500076721553434
heus_166070,0.509387285606868
heus_164175,0.25068089625
heus_163943,0.812075608750001
heus_165197,0.6844238775
heus_164682,0.603460815
heus_167193,0.6993042675
heus_162819,0.733654955
heus_168806,0.924768625
heus_166406,0.9474088075
heus_164947,1.360942995
heus_164921,0.69858864125
heus_163637,0.36005507625
heus_166587,0.712705865
heus_167991,0.1234274625
heus_166958,0.628100077500001
heus_166167,0.72197869
heus_164214,0.4311449
heus_168848,0.648857825000001
heus_166306,0.161895135
heus_163036,0.305339461250001
heus_166453,-0.173777458749999
heus_165988,0.1037595975
heus_168744,0.174518235
heus_166888,0.0256764575000004
heus_165057,0.291947025000001
heus_168229,0.460504910000001
heus_164916,0.14970553
heus_164082,0.76961551
heus_165018,0.490751775
heus_166750,0.36252703
heus_164003,0.189021115
heus_167402,0.316070255
heus_164681,0.0710490349999997
heus_166443,0.5113821675
heus_166122,0.614211682500001
heus_167952,0.3237194225
heus_163486,-0.0513582975000002
heus_167233,0.10690812875
heus_166563,-0.14387446625
heus_164801,0.0438885124999997
heus_166273,0.181636386250001
heus_165136,-0.23947125875
heus_168798,0.548022669999999
heus_164070,0.28275096625
heus_167261,0.439794918750001
heus_163492,-0.000386359983134188
heus_168984,0.193246193758433
heus_164946,-0.048170488741567
heus_165641,0.0950187825
heus_164966,0.1126552775
heus_166436,-0.0628584249999991
heus_165338,0.0362532075000006
heus_165368,0.0542889874999997
heus_165005,-0.198042164999999
heus_167121,0.1853762275
heus_166551,0.350742445
heus_165229,0.336460445
heus_168915,0.130350835208333
heus_164373,0.189893035208333
heus_163857,0.209586455416665
heus_165185,0.302807331551725
heus_165408,0.413343929051726
heus_166956,0.56382680560345
heus_163533,0.496430740000001
heus_167980,0.5820431575
heus_167256,0.75846618
heus_166776,0.501085517499999
heus_169012,0.456987855
heus_163582,0.656555909999999
heus_164672,0.0232325874999999
heus_163953,0.3206282825
heus_167457,0.118064725
heus_168941,0.1611292375
heus_164896,0.3836890025
heus_163107,0.694970237500001
heus_163423,-0.0920738949999995
heus_166947,0.28701762
heus_163254,0.213974277499999
heus_167345,-0.214008542499999
heus_166274,0.060885185000001
heus_168295,-0.26718366
heus_168406,-0.379306035
heus_165179,-0.13786298
heus_165992,-0.393407825
heus_163388,0.42308106625
heus_164959,0.59030598375
heus_167848,0.932409195000001
heus_163738,-0.192044375
heus_165409,0.0994454725000002
heus_165717,-0.272379084999999
heus_169148,0.0572442749999995
heus_168666,0.319882197500001
heus_169055,0.2198509575
heus_167228,-0.29864621875
heus_165176,0.199497023749999
heus_163706,0.0463160975000001
heus_169180,0.275984186250001
heus_164504,0.19055507125
heus_166110,0.378975795000001
heus_168342,-0.15791744375
heus_166381,0.19864279375
heus_165559,0.231607542499999
heus_165459,-0.225712564212801
heus_168618,0.1006775132872
heus_168223,0.0666467315743988
heus_163717,0.4993896125
heus_165178,0.5800552825
heus_169088,0.8280833375
heus_166328,0.27534931875
heus_165741,0.470397248750001
heus_167397,0.528273394999999
heus_167915,0.341910431553433
heus_163253,0.333608236553435
heus_163312,0.418337320606867
heus_166361,-0.00664993874999942
heus_165908,0.26857357625
heus_167274,0.1642426675
heus_168682,0.389033785
heus_164193,0.580642660000001
heus_165498,0.6856474425
heus_165115,0.6368458175
heus_164988,0.701084687500001
heus_168041,1.0730473975
heus_163878,0.34698894625
heus_164309,0.19155712875
heus_167248,0.42444386
heus_162860,0.1850130025
heus_164594,0.0149600049999998
heus_164334,0.39947609
heus_167166,0.247200074999999
heus_166748,0.442396667500001
heus_164087,-0.27209109125
heus_167923,-0.316864402499999
heus_164576,-0.561397678749999
heus_166369,0.0201559537500007
heus_166114,0.0382555425
heus_163532,-0.202042393749999
heus_165434,0.44616171875
heus_169039,0.2448324875
heus_165585,-0.0975563837499998
heus_163130,-0.25520053875
heus_166872,-0.1255730375
heus_163800,-0.45022899375
heus_165843,0.218921036249999
heus_163941,0.0176387099999999
heus_167463,-0.16223027875
heus_165034,-0.307717446249999
heus_165544,-0.300788398749999
heus_165920,-0.58653464
heus_168978,-0.22442151375
heus_164012,-0.227079516250001
heus_167221,-0.649653405
heus_167546,0.213780688749999
heus_166692,-0.30728017375
heus_167572,-0.0185189724999999
heus_168378,-0.415690818733134
heus_165444,-0.240735483741567
heus_165388,-0.633085097491567
heus_167749,-0.26328460875
heus_162855,-0.320727162499999
heus_163667,-0.583079058749999
heus_164267,-0.0835966912499995
heus_164217,-0.0281401374999994
heus_164907,-0.54651094875
heus_167743,-0.43549664625
heus_167432,-0.5460312
heus_165943,-0.41178923375
heus_163458,-0.430274131041667
heus_166491,-0.429140689791668
heus_168911,-0.142373328333335
heus_168389,-0.160458587198275
heus_163199,-0.104424015948274
heus_163410,0.171900279353451
heus_165465,0.12202579625
heus_166297,0.0482349525000005
heus_168351,0.616378316250001
heus_168793,0.0655775512499996
heus_163627,-0.1374832525
heus_163150,0.35412447375
heus_168163,-0.39213623625
heus_163016,-0.0722717399999997
heus_167652,-0.268579248749999
heus_164935,-0.10885257125
heus_168042,0.236039335
heus_168876,0.571482143750001
heus_168520,-0.62542137875
heus_163442,-0.373644035
heus_165976,-0.21573846625
heus_166654,-0.72492461625
heus_164009,-0.387236345000001
heus_165020,-0.73041127875
heus_164174,-0.82625395125
heus_164850,-0.288366235000001
heus_167537,-0.702063783750001
heus_166727,0.120217132500001
heus_164078,0.26758168125
heus_168429,0.948832966250001
heus_168695,-0.60304773125
heus_168266,-0.245155712500001
heus_165571,-0.466876828750001
heus_165720,-0.27007397625
heus_169157,-0.0319364950000001
heus_163026,-0.0497490812499999
heus_166433,-0.91972523
heus_167844,-0.25543529375
heus_168353,-0.39490061375
heus_168558,-0.217093649999999
heus_168777,-0.593598246249999
heus_165953,-0.18794532625
heus_162915,-0.5256077275
heus_168972,-0.0239706487499998
heus_164620,0.02815194125
heus_168320,-0.7156719279628
heus_163071,-0.354286904212801
heus_166698,-0.320076327175601
heus_167458,0.19285145875
heus_168448,0.0291552000000008
heus_169018,0.653852486250001
heus_166144,-0.0645777824999998
heus_163548,0.0172588937500002
heus_163086,0.34210571375
heus_164248,-0.142364387196566
heus_166783,-0.338129245946567
heus_163137,0.00702221185686813
heus_165569,-0.5566505825
heus_163626,-0.328330038749999
heus_165634,-0.23909762875
heus_168169,-0.0413227762499995
heus_165568,-0.1038390675
heus_163251,0.368645501250001
heus_165466,0.301356873750001
heus_166804,0.268617527500001
heus_167063,1.10028543625
heus_163764,-0.235105355
heus_169013,-0.72807072875
heus_163239,-0.198149836249999
heus_163680,-0.53184638875
heus_163383,-0.2055842125
heus_167850,-0.27844811375
heus_164129,-0.11053164125
heus_166263,-0.452188704999999
heus_168501,-0.00144261874999874
heus_167264,0.200010585
heus_165748,0.2232609125
heus_167437,-0.0296241574999998
heus_166119,0.55414491
heus_167815,0.0874507400000004
heus_163933,0.0823906899999995
heus_164027,-0.1445830425
heus_168940,-0.0680583274999997
heus_167462,-0.161076865
heus_167300,0.393923024999999
heus_167074,0.1869517075
heus_166994,0.0895993724999995
heus_167451,-0.3818866525
heus_169021,-0.25071879875
heus_163400,-0.43495450625
heus_163868,-0.2880300375
heus_167289,-0.17527005625
heus_163310,-0.519232646249999
heus_166086,0.332646057499999
heus_168309,0.0213293812500002
heus_164344,0.11448906125
heus_167295,-0.424099967483134
heus_166368,-0.275742591241567
heus_162994,-0.392712343741567
heus_168478,-0.3147587075
heus_169092,-0.3238835625
heus_167225,-0.430471645
heus_163151,-0.112607189999999
heus_162943,-0.05636508
heus_167333,-0.4199904675
heus_167958,-0.1139054675
heus_164581,-0.2565490575
heus_165946,-0.0827389299999997
heus_165404,-0.212851142291667
heus_167981,-0.321562429791667
heus_168674,-0.187348987083335
heus_163540,0.0353457465517248
heus_168537,0.0598887340517247
heus_165583,0.358259325603449
heus_164246,0.238844722500001
heus_168066,0.414560640000001
heus_168830,0.797533544999999
heus_165268,0.211764167499999
heus_166719,0.2573549675
heus_166116,0.566401509999999
heus_166878,-0.174438882500001
heus_165689,0.00615218499999992
heus_163861,-0.140844155
heus_168716,-0.0627750799999998
heus_164093,0.3407588625
heus_164973,0.71272508
heus_167911,-0.4775320075
heus_163121,-0.2443856475
heus_163939,-0.23169086
heus_168684,-0.47224525
heus_164512,-0.3315646775
heus_167735,-0.640486455
heus_167185,-0.624600595
heus_168708,-0.3757365325
heus_168335,-0.73566202
heus_166185,0.18257495875
heus_164740,0.53493589375
heus_164398,1.0489789475
heus_168454,-0.415455795
heus_168538,-0.152584015
heus_164487,-0.4593477425
heus_165250,-0.165522822500001
heus_165901,0.16074458
heus_167697,0.191910784999999
heus_163456,-0.65485959125
heus_165369,-0.26485453375
heus_168496,-0.4036247525
heus_166064,-0.0639155062499999
heus_163128,-0.25027246625
heus_162816,0.0278931350000002
heus_166198,-0.41504994625
heus_165384,-0.0303003362500003
heus_163942,-0.0488535074999996
heus_164471,-0.5890730392128
heus_163636,-0.3157666367128
heus_162812,-0.347475185925601
heus_164354,0.30243842
heus_166170,0.367241515000001
heus_164881,0.7610389975
heus_168521,0.0364990237499994
heus_164312,0.325231163750001
heus_166831,0.57371446
heus_166249,0.0486825115534337
heus_167283,0.049602614053434
heus_164366,0.261311053106867
heus_163796,-0.38150447375
heus_165411,-0.274116705
heus_167632,-0.24016838125
heus_166252,0.1395592525
heus_168728,0.157328885
heus_164384,0.572934742499999
heus_166564,0.38183113
heus_167062,0.608411222500001
heus_165785,1.1447992375
heus_162889,-0.0440604012500003
heus_162923,-0.31015255625
heus_165046,0.0257831325
heus_163404,-0.29291969
heus_168338,-0.31846532
heus_164950,-0.2012356825
heus_163783,0.0564937949999997
heus_169036,-0.0639576274999998
heus_165878,0.198618377500001
heus_167045,0.780273524999999
heus_163860,0.384463715000001
heus_165101,0.288260747500001
heus_164506,0.2699183625
heus_168656,0.294096982499999
heus_165919,-0.0549091700000002
heus_165256,0.423088525
heus_165728,0.362045167500001
heus_166533,0.1949064125
heus_165151,-0.161046125
heus_167357,-0.0463526087499995
heus_168524,-0.196991531249999
heus_167303,-0.106363812499999
heus_169159,-0.0547590037499992
heus_166254,-0.30063115875
heus_168707,0.329907832499999
heus_168783,0.00668791375000044
heus_166981,0.451248191249999
heus_164659,0.137213117516866
heus_166045,0.221903696258433
heus_168322,-0.116797976241568
heus_167757,0.0086516449999996
heus_166645,0.0317163650000003
heus_164967,-0.100726529999999
heus_163556,0.226230652500001
heus_165168,0.1924137025
heus_169182,-0.2872749975
heus_168669,0.0584098024999999
heus_166641,0.2810233
heus_167299,0.3365598275
heus_165822,0.146118117708332
heus_164590,0.0899725352083331
heus_165024,0.280523725416665
heus_164736,0.221426101551725
heus_167674,0.253513616551725
heus_164523,0.47393039810345
heus_164732,0.4834142825
heus_166853,0.498731335
heus_164165,0.6875715475
heus_168403,0.482967252500001
heus_166573,0.291876865000001
heus_163391,0.458285012499999
heus_162917,-0.114193505
heus_168930,0.322173025
heus_165686,0.215956820000001
heus_168523,0.130059205
heus_168243,0.4339248325
heus_167570,0.8020357775
heus_163408,-0.138207785
heus_165196,0.0991711999999998
heus_164845,0.14172828
heus_167644,-0.34464359
heus_166954,0.165523087500001
heus_166644,-0.117678169999999
heus_164283,-0.5012222325
heus_165987,0.0591931825000005
heus_165233,-0.254387954999999
heus_167438,0.40760067125
heus_163557,0.60484630625
heus_165565,0.964547730000001
heus_168616,-0.2953127475
heus_167780,0.196763117500001
heus_165887,-0.0654431849999995
heus_166681,-0.0095476424999994
heus_164171,0.358038677500002
heus_167349,0.3603346525
heus_165393,-0.34922696875
heus_168135,-0.15213369125
heus_169040,-0.0297045024999996
heus_164090,-0.0603986462500004
heus_165169,0.27554560125
heus_167204,0.237721390000001
heus_168159,-0.211006803749999
heus_163926,-0.0513009537500002
heus_163061,0.0406619149999994
heus_167456,-0.2625855842128
heus_165853,-0.117210139212801
heus_168331,-0.057662703425601
heus_163182,0.618588995
heus_168472,0.293446617500001
heus_165475,0.5679956425
heus_167125,0.24145394875
heus_163014,0.414990348750001
heus_163484,0.5798065725
heus_164673,0.326038484053433
heus_166440,0.0931194415534353
heus_163872,0.230213205606868
heus_168944,-0.053075721249999
heus_163323,0.18829196375
heus_167760,0.1475869275
heus_168040,0.343166567500001
heus_162820,0.369323490000001
heus_166495,0.50417111
heus_165792,0.6428743925
heus_163030,0.583511085
heus_169163,0.93594496
heus_166679,0.37721506875
heus_167293,-0.0195856537500001
heus_168015,0.344892855
heus_163232,-0.105307187499999
heus_166367,0.11947332
heus_167483,0.0646988500000001
heus_164914,0.39940978
heus_166015,0.0226072825000001
heus_164810,0.260228992500001
heus_165386,0.240219207500001
heus_166301,0.65848436
heus_165171,0.199234015
heus_164867,0.626225250000001
heus_163840,0.8002628325
heus_163979,0.391511925000001
heus_164841,-0.1516886425
heus_163595,0.357497401250001
heus_166248,-0.0372258512499997
heus_168327,-0.115624830000001
heus_168631,0.30900276875
heus_165787,-0.0921405212500002
heus_166649,0.5202390025
heus_168362,0.507188951250001
heus_169031,0.47456408875
heus_164226,-0.0146155249831343
heus_166105,0.533514018758432
heus_168452,-0.223673038741567
heus_165679,-0.0259569524999996
heus_164016,0.409012939999999
heus_164930,0.041553669999999
heus_164015,0.0883265925000005
heus_165067,0.4995680675
heus_167583,-0.0440599450000008
heus_164142,0.236992357499999
heus_166552,0.7029826375
heus_166656,0.426697045000001
heus_168627,0.183942670208333
heus_166200,0.583528442708333
heus_162854,0.623234932916665
heus_165934,0.379575051551726
heus_163079,0.771183451551725
heus_165135,0.742157175603451
heus_168688,0.602184885000001
heus_164507,0.732758990000001
heus_164337,0.659879945
heus_162825,0.5852925625
heus_168629,0.6298508525
heus_165056,0.58571257
heus_167116,0.18901002
heus_166312,0.645552862500001
heus_166388,0.147789122500001
heus_163011,0.302348595
heus_164629,0.599108447500001
heus_168544,0.784564247500001
heus_165281,-0.00809946499999992
heus_166764,0.485947252500001
heus_165538,0.0745499724999998
heus_167668,-0.0648299300000001
heus_166008,0.420443165
heus_164805,-0.2621820775
heus_168802,-0.2209987575
heus_167482,0.2702114625
heus_166233,-0.406692625000001
heus_164231,0.54571164375
heus_163952,0.656994758750001
heus_168776,0.767822847500002
heus_168562,-0.0276450225000007
heus_163080,0.583558415
heus_168374,-0.132981035
heus_163001,0.2053838
heus_165358,0.6191944075
heus_164271,0.469785717500001
heus_168679,-0.20585222375
heus_165795,0.27506307125
heus_163708,0.0981784825000007
heus_169124,0.33340982625
heus_163051,0.50185844125
heus_164753,0.349059585
heus_165923,0.00194136624999963
heus_168006,0.304758736250001
heus_166900,0.05621733
heus_164814,-0.1381758917128
heus_165649,0.2701042507872
heus_168141,-0.127612733425601
heus_166933,0.656921580000001
heus_167906,0.6638269825
heus_168850,0.679107242500001
heus_165264,0.39913677875
heus_168770,0.63872078875
heus_167075,0.5051300725
heus_168089,0.473432544053434
heus_164994,0.539059004053434
heus_167491,0.486823730606869
heus_162956,0.0550462712500002
heus_163110,0.0871439550000002
heus_168628,0.544444638749999
heus_165601,0.541477345000001
heus_165392,0.7039756225
heus_165948,0.619199907500001
heus_163975,0.746155095
heus_166454,0.760872174999999
heus_164479,0.881438005000001
heus_168677,0.37435839875
heus_163809,0.47534208375
heus_168379,0.365087935000001
heus_163538,0.0748319000000004
heus_165322,0.0338607350000002
heus_163433,0.428569715
heus_163502,0.493993990000001
heus_163359,0.526007242500001
heus_163848,0.494905484999999
heus_166327,0.303570727499999
heus_167988,0.1009691075
heus_168151,-0.260483715
heus_163416,-0.25047724375
heus_168948,-0.34301604875
heus_163649,-0.17160531
heus_167995,-0.24685719125
heus_166531,-0.49291575625
heus_163883,0.3992047725
heus_163358,0.0702217112499994
heus_169135,0.29756471125
heus_165750,-0.202328862483134
heus_162918,-0.143206191241567
heus_167103,-0.265059426241567
heus_162826,-0.1579924325
heus_167832,-0.2883424975
heus_169139,-0.2883424975
heus_164906,-0.273292680000001
heus_164530,0.090092144999999
heus_164322,-0.0638248399999988
heus_163008,-0.438057225000001
heus_163763,0.0300699325
heus_165628,-0.0221793075000001
heus_167701,0.2078817575
heus_165580,-0.0278506572916677
heus_165325,-0.149488539791667
heus_166155,0.0391585279166651
heus_166428,0.134915291551724
heus_168833,0.174705086551725
heus_168029,0.473511713103449
heus_163877,0.3103768125
heus_165180,0.4572473275
heus_167847,0.7907107575
heus_167337,0.3396937775
heus_166282,0.31984995
heus_169015,0.591189405
heus_164251,-0.180004115
heus_165279,0.0969100525000002
heus_166445,0.0124644149999993
heus_163314,-0.0764753250000005
heus_163921,0.314995672500001
heus_168730,0.830851604999999
heus_166143,-0.3344627625
heus_162930,-0.223338855000001
heus_164619,-0.0627639149999997
heus_163723,-0.43934322
heus_167993,-0.1931076575
heus_168535,-0.43337618
heus_166948,-0.620807145
heus_167145,-0.2981162825
heus_167600,-0.492233342500001
heus_163931,0.19444790125
heus_168258,0.531598851250001
heus_165645,1.0359737375
heus_164143,-0.426804875
heus_168832,-0.0903551125000002
heus_167485,-0.2825221625
heus_164130,-0.1760781525
heus_164490,0.182843857500001
heus_166590,0.348123492500001
heus_166336,-0.55126988125
heus_163684,-0.346451593749999
heus_167287,-0.223470377499999
heus_168063,0.14184732625
heus_166174,-0.121144028750001
heus_167758,0.208608385
heus_163428,-0.38176093125
heus_167609,-0.182386298750001
heus_165861,0.0306927000000004
heus_167359,-0.4607125842128
heus_165981,-0.3763190692128
heus_166293,-0.2041710534256
heus_166038,0.42511312
heus_168056,0.38482981
heus_167358,0.743949864999999
heus_165377,0.0562160537500001
heus_164396,0.372994501250001
heus_169125,0.63303122
heus_164348,0.208653824053434
heus_167376,0.115152404053434
heus_165021,0.318151128106869
heus_168809,-0.22716963875
heus_166278,-0.16412352375
heus_164183,-0.0791274175000001
heus_166665,0.242710872500001
heus_162921,0.259826832500001
heus_168070,0.660023162500001
heus_166664,0.45457358
heus_166571,0.6185835575
heus_168667,1.09720809
heus_165353,0.20389311375
heus_167043,-0.16209340625
heus_168831,0.2418713525
heus_163976,-0.1425680625
heus_167444,0.2527060525
heus_168343,0.04118026
heus_168989,0.3022383925
heus_163257,-0.0878004925000004
heus_162821,0.17106262125
heus_163560,-0.07424098125
heus_164763,-0.0322950999999998
heus_165759,0.12933497125
